actor,country,director,image_link,link,people,rank,score,title,typ,words,year
达斯汀·霍夫曼 Dustin Hoffman ..., 美国 ,巴瑞·莱文森 Barry Levinson,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p942376281.jpg,https://movie.douban.com/subject/1291870/,237804人评价,145,8.7,"雨人, / Rain Man, / 手足情未了  /  手足情深", 剧情,生活在自己的世界里，也可以让周围的人显得可笑和渺小。,1988 
霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ..., 中国大陆 ,忻钰坤 Yukun Xin,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2275298525.jpg,https://movie.douban.com/subject/25917973/,228182人评价,146,8.7,"心迷宫, / 殡棺  /  The Coffin in the Mountain", 剧情 犯罪 悬疑,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,2014 
唐·钱德尔 Don Cheadle / 苏菲·奥..., 英国 南非 意大利 美国 ,特瑞·乔治 Terry George,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2159368352.jpg,https://movie.douban.com/subject/1291822/,143063人评价,147,8.9,"卢旺达饭店, / Hotel Rwanda, / 卢安达饭店(台)", 剧情 历史 战争,当这个世界闭上双眼，他却敞开了怀抱。,2004 
凯拉·奈特莉 Keira Knightley / 马修·..., 法国 英国 美国 ,乔·怀特 Joe Wright,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452005185.jpg,https://movie.douban.com/subject/1418200/,364950人评价,148,8.5,"傲慢与偏见, / Pride & Prejudice, / 傲慢与偏见2005  /  Pride And Prejudice", 剧情 爱情,爱是摈弃傲慢与偏见之后的曙光。,2005 
达里奥·葛兰帝内提 Darío..., 阿根廷 西班牙 ,达米安·斯兹弗隆 Damián Szifron,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2192834364.jpg,https://movie.douban.com/subject/24750126/,182958人评价,149,8.8,"荒蛮故事, / Relatos salvajes, / 蛮荒故事  /  生命中最抓狂的小事(台)", 剧情 喜剧 犯罪,始于荒诞，止于更荒诞。,2014 
..., 法国 瑞士 西班牙 美国 阿联酋 ,雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p497010372.jpg,https://movie.douban.com/subject/3443389/,107995人评价,150,9.0,"海洋, / Océans, / Oceans  /  海洋", 纪录片,大海啊，不全是水。,2009 
周润发 Yun-Fat Chow / 张国荣 Leslie Cheung..., 香港 ,吴宇森 John Woo,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2272146906.jpg,https://movie.douban.com/subject/1295409/,185662人评价,151,8.7,"纵横四海, / 緃横四海, / Once a Thief", 剧情 喜剧 动作 犯罪,香港浪漫主义警匪动作片的巅峰之作。,1991 
柳乐优弥 Yûya Yagira / 北浦爱..., 日本 ,是枝裕和 Hirokazu Koreeda,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg,https://movie.douban.com/subject/1292337/,95745人评价,152,9.1,"无人知晓, / 誰も知らない, / 谁知赤子心(港)  /  无人知晓的夏日清晨(台)", 剧情,我的平常生活就是他人的幸福。,2004 
卡西·阿弗莱克 Casey Affle..., 美国 ,肯尼斯·罗纳根 Kenneth Lonergan,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2496940327.jpg,https://movie.douban.com/subject/25980443/,250022人评价,153,8.6,"海边的曼彻斯特, / Manchester by the Sea, / 情系海边之城(港)  /  海曼", 剧情 家庭,我们都有权利不与自己的过去和解。,2016 
多姆纳尔·格利森 Domhnall Gl..., 英国 ,理查德·柯蒂斯 Richard Curtis,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg,https://movie.douban.com/subject/10577869/,250882人评价,154,8.7,"时空恋旅人, / About Time, / 时空旅恋人  /  回到最爱的一天(港)", 剧情 爱情 奇幻,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,2013 
阿尔·帕西诺 A..., 美国 ,弗朗西斯·福特·科波拉 Francis Ford Coppola,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,https://movie.douban.com/subject/1294240/,159649人评价,155,8.8,"教父3, / The Godfather: Part III, / 教父第三集  /  教父 III", 剧情 犯罪,任何信念的力量，都无法改变命运。,1990 
路易·德·菲耐斯 Louis de Funès..., 法国 英国 ,杰拉尔·乌里 Gérard Oury,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg,https://movie.douban.com/subject/1296909/,123651人评价,156,8.9,"虎口脱险, / La grande vadrouille, / 横冲直撞出重围(港)  /  大進擊(台)", 喜剧 战争,永远看不腻的喜剧。,1966 
汤姆·汉克斯 Tom Hanks / 蒂姆·艾..., 美国 ,李·昂克里奇 Lee Unkrich,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg,https://movie.douban.com/subject/1858711/,228674人评价,157,8.8,"玩具总动员3, / Toy Story 3, / 反斗奇兵3(港)  /  玩具的故事3", 喜剧 动画 奇幻 冒险,跨度十五年的欢乐与泪水。,2010 
凯文·科斯特纳 Kevin Cos..., 美国 ,克林特·伊斯特伍德 Clint Eastwood,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792403691.jpg,https://movie.douban.com/subject/1300992/,100131人评价,158,9.0,"完美的世界, / A Perfect World, / 强盗保镳", 剧情 犯罪,坏人的好总是比好人的好来得更感人。,1993 
梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma..., 香港 ,王家卫 Kar Wai Wong,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg,https://movie.douban.com/subject/1291557/,292498人评价,159,8.6,"花样年华, / 花樣年華, / In the Mood for Love", 剧情 爱情,偷情本没有这样美。,2000 
马修·麦康纳 Matthew McCon..., 美国 ,让-马克·瓦雷 Jean-Marc Vallée,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg,https://movie.douban.com/subject/1793929/,225785人评价,160,8.7,"达拉斯买家俱乐部, / Dallas Buyers Club, / 续命枭雄(港)  /  药命俱乐部(台)", 剧情 传记 同性,Jared Leto的腿比女人还美！,2013 
瑞恩·高斯林 Ryan Gosling /..., 美国 ,尼克·卡索维茨 Nick Cassavetes,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg,https://movie.douban.com/subject/1309163/,335911人评价,161,8.5,"恋恋笔记本, / The Notebook, / 深情日记  /  写我情真", 剧情 爱情,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ,2004 
安德鲁·加菲尔德 Andrew Garfield /..., 美国 澳大利亚 ,梅尔·吉布森 Mel Gibson,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg,https://movie.douban.com/subject/26325320/,393644人评价,162,8.7,"血战钢锯岭, / Hacksaw Ridge, / 钢锯岭  /  钢铁英雄(台)", 剧情 传记 历史 战争,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,2016 
安东尼·霍普金斯 Anthony Hopki..., 美国 ,爱德华·兹威克 Edward Zwick,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1023654037.jpg,https://movie.douban.com/subject/1295865/,166976人评价,163,8.7,"燃情岁月, / Legends of the Fall, / 秋日传奇  /  真爱一世情(台)", 剧情 爱情 西部 家庭,传奇，不是每个人都可以拥有。,1994 
, 中国大陆 ,郭柯 Ke Guo,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg,https://movie.douban.com/subject/26430107/,135061人评价,164,8.7,"二十二, / Twenty Two  /  22", 纪录片,有一些东西不应该被遗忘。,2015 
Gene Kelly / Donald O'Connor / ..., 美国 ,Stanley Donen / Gene Kelly,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg,https://movie.douban.com/subject/1293460/,107969人评价,165,9.0,"雨中曲, / Singin' in the Rain, / 雨中情  /  万花嬉春", 喜剧 歌舞 爱情,骨灰级歌舞片。,1952 
Vivien Leigh / Robert Taylor / Lucile Watson, 美国 ,Mervyn LeRoy,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg,https://movie.douban.com/subject/1293964/,147969人评价,166,8.8,"魂断蓝桥, / Waterloo Bridge, / 滑铁卢桥  /  断桥残梦", 剧情 战争 爱情,中国式内在的美国电影。,1940 
仲里依纱 Riisa Naka / 石田卓也 Takuya..., 日本 ,细田守 Mamoru Hosoda,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2079334286.jpg,https://movie.douban.com/subject/1937946/,215898人评价,167,8.6,"穿越时空的少女, / 時をかける少女, / 跳跃吧！时空少女(台)  /  Toki o kakeru shôjo", 剧情 爱情 科幻 动画,爱上未来的你。 ,2006 
.., 美国 ,卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg,https://movie.douban.com/subject/1291578/,325003人评价,168,8.5,"冰川时代, / Ice Age, / 冰河世纪  /  冰原历险记", 喜剧 动画 冒险,松鼠才是角儿。,2002 
Sean Penn / Dakota Fanning / Mi..., 美国 ,杰茜·尼尔森 Jessie Nelson,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg,https://movie.douban.com/subject/1306861/,127006人评价,169,8.8,"我是山姆, / I Am Sam, / 不一样的爸爸(港)  /  他不笨，他是我爸爸(台)", 剧情 家庭,爱并不需要智商 。,2001 
伊万·麦克格雷格 Ewan McGregor / ..., 英国 ,丹尼·博伊尔 Danny Boyle,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513567548.jpg,https://movie.douban.com/subject/1292528/,280298人评价,170,8.5,"猜火车, / Trainspotting, / 迷幻列车(港)  /  定位的火车", 犯罪 剧情,不可猜的青春迷笛。 ,1996 
海利·乔·奥斯蒙 Haley..., 美国 ,史蒂文·斯皮尔伯格 Steven Spielberg,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg,https://movie.douban.com/subject/1302827/,224555人评价,171,8.6,"人工智能, / Artificial Intelligence: AI, / AI人工智慧", 冒险 剧情 科幻,对爱的执着，可以超越一切。,2001 
, 美国 ,彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &nb...,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg,https://movie.douban.com/subject/10533913/,283010人评价,172,8.7,"头脑特工队, / Inside Out, / 玩转脑朋友(港)  /  脑筋急转弯(台)", 喜剧 动画 冒险,愿我们都不用长大，每一座城堡都能永远存在。,2015 
杰米·福克斯 Jamie Foxx /..., 美国 ,昆汀·塔伦蒂诺 Quentin Tarantino,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1959232369.jpg,https://movie.douban.com/subject/6307447/,304681人评价,173,8.6,"被解救的姜戈, / Django Unchained, / 被解放的姜戈  /  决杀令(台)", 剧情 动作 西部 冒险,热血沸腾，那个低俗、性感的无耻混蛋又来了。,2012 
迈尔斯·特勒 Miles Teller /..., 美国 ,达米安·沙泽勒 Damien Chazelle,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg,https://movie.douban.com/subject/25773932/,280862人评价,174,8.6,"爆裂鼓手, / Whiplash, / 鼓动真我(港)  /  进击的鼓手(台)", 剧情 音乐,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,2014 
岩男润子 Junko Iwao / 松本梨香 Rica Matsu..., 日本 ,今敏 Satoshi Kon,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg,https://movie.douban.com/subject/1395091/,121019人评价,175,8.9,"未麻的部屋, / Perfect Blue, / 蓝色的恐惧  /  蓝色恐惧", 动画 奇幻 惊悚,好的剧本是，就算你猜到了结局也猜不到全部。,1997 
三船敏郎 Toshirô Mifune / 千秋实 ..., 日本 ,黑泽明 Akira Kurosawa,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1864872647.jpg,https://movie.douban.com/subject/1291879/,151150人评价,176,8.7,"罗生门, / 羅生門, / Rashomon", 犯罪 剧情 悬疑,人生的N种可能性。,1950 
神木隆之介 Ryûnosuke Kamiki / 上..., 日本 ,新海诚 Makoto Shinkai,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg,https://movie.douban.com/subject/26683290/,602465人评价,177,8.4,"你的名字。, / 君の名は。, / 你的名字  /  君之名", 剧情 爱情 动画,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,2016 
尤尔根·沃格尔 Jürgen Vogel ..., 德国 ,丹尼斯·甘塞尔 Dennis Gansel,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1344888983.jpg,https://movie.douban.com/subject/2297265/,154193人评价,178,8.7,"浪潮, / Die Welle, / 恶魔教室(台)  /  白恤暴潮(港)", 剧情 惊悚,世界离独裁只有五天。,2008 
约翰·C·赖利 John C. Reilly / 萨拉..., 美国 ,瑞奇·莫尔 Rich Moore,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg,https://movie.douban.com/subject/6534248/,243600人评价,179,8.7,"无敌破坏王, / Wreck-It Ralph, / 破坏王拉尔夫  /  破坏王大冒险", 喜剧 动画 奇幻 冒险,迪士尼和皮克斯拿错剧本的产物。,2012 
本·卫肖 Ben Whishaw / 艾伦·瑞克..., 德国 法国 西班牙 美国 ,汤姆·提克威 Tom Tykwer,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p470006658.jpg,https://movie.douban.com/subject/1760622/,320090人评价,180,8.4,"香水, / Perfume: The Story of a Murderer, / 香水：一个杀人犯的故事  /  香水：一个谋杀犯的故事", 剧情 犯罪 奇幻,一个单凭体香达到高潮的男人。,2006 
张国荣 Leslie Cheung / 张曼玉 Maggie C..., 香港 ,王家卫 Kar Wai Wong,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2525770523.jpg,https://movie.douban.com/subject/1305690/,250279人评价,181,8.5,"阿飞正传, / 阿飛正傳, / Days of Being Wild", 犯罪 剧情 爱情,王家卫是一种风格，张国荣是一个代表。,1990 
凯特·温丝莱特 Kate Winslet ..., 美国 德国 ,史蒂芬·戴德利 Stephen Daldry,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg,https://movie.douban.com/subject/2213597/,307780人评价,182,8.5,"朗读者, / The Reader, / 为爱朗读(台)  /  读爱(港)", 剧情 爱情,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,2008 
布丽·拉尔森 Brie Larson..., 爱尔兰 加拿大 英国 美国 ,伦尼·阿伯拉罕森 Lenny Abrahamson,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg,https://movie.douban.com/subject/25724855/,191896人评价,183,8.8,"房间, / Room, / 不存在的房间(台)  /  抖室(港)", 剧情 家庭,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,2015 
梅利莎·乔治 Melissa ..., 英国 澳大利亚 ,克里斯托弗·史密斯 Christopher Smith,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg,https://movie.douban.com/subject/3011051/,388953人评价,184,8.4,"恐怖游轮, / Triangle, / 汪洋血迷宮(台)  /  轮回三角", 剧情 悬疑 惊悚,不要企图在重复中寻找已经失去的爱。,2009 
本尼迪克特·康伯巴奇 Benedict C..., 英国 美国 ,莫腾·泰杜姆 Morten Tyldum,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg,https://movie.douban.com/subject/10463953/,305262人评价,185,8.6,"模仿游戏, / The Imitation Game, / 解码游戏(港)  /  模拟游戏", 剧情 传记 战争 同性,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,2014 
多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L..., 中国大陆 香港 ,陆川 Chuan Lu,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg,https://movie.douban.com/subject/1308857/,151457人评价,186,8.7,"可可西里, / Kekexili: Mountain Patrol", 剧情 犯罪,坚硬的信仰。,2004 
罗夫·拉斯加德 Rolf Lassgård..., 瑞典 ,汉内斯·赫尔姆 Hannes Holm,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg,https://movie.douban.com/subject/26628357/,156309人评价,187,8.8,"一个叫欧维的男人决定去死, / En man som heter Ove, / 明天别再来敲门(台)  /  想死冇咁易(港)", 剧情,惠及一生的美丽。,2015 
山本圭 Kei Yamamoto / 井川比佐志 Hisa..., 日本 ,Seijirô Kôyama,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2297934945.jpg,https://movie.douban.com/subject/1959195/,77024人评价,188,9.1,"忠犬八公物语, / ハチ公物語, / 八千公物语  /  阿八的故事", 剧情,养狗三日，便会对你终其一生。,1987 
高山南 Minami Takayama / 佐久间玲 Re..., 日本 ,宫崎骏 Hayao Miyazaki,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg,https://movie.douban.com/subject/1307811/,233020人评价,189,8.5,"魔女宅急便, / 魔女の宅急便, / 魔女琪琪(台)  /  小魔女限时专送", 动画 奇幻 冒险,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,1989 
佩曼·莫阿迪 Peyman Moadi /..., 伊朗 法国 ,阿斯哈·法哈蒂  Asghar Farhadi,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189835254.jpg,https://movie.douban.com/subject/5964718/,151840人评价,190,8.7,"一次别离, / جدایی نادر از سیمین, / 分居风暴(台)  /  伊朗式分居(港)", 剧情 家庭,只有有信仰的人才能说出事实真相。,2011 
尼古拉斯·凯奇 Nicolas Cage /..., 美国 法国 ,安德鲁·尼科尔 Andrew Niccol,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453719066.jpg,https://movie.douban.com/subject/1419936/,198807人评价,191,8.6,"战争之王, / Lord of War, / 军火之王(台 / 港) ", 剧情 犯罪,做一颗让别人需要你的棋子。,2005 
梁正晖 Zhenghui ..., 中国大陆 ,严定宪 Dingxian Yan / 王树忱 Shuchen Wang,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2516566783.jpg,https://movie.douban.com/subject/1307315/,100237人评价,192,8.9,"哪吒闹海, / Prince Nezha's Triumph Against Dragon King  /  Nezha nao hai", 冒险 动画 奇幻,想你时你在闹海。,1979 
马可·贾利尼 Marco Giallini ..., 意大利 ,保罗·格诺维瑟 Paolo Genovese,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2522331945.jpg,https://movie.douban.com/subject/26614893/,257338人评价,193,8.6,"完美陌生人, / Perfetti sconosciuti, / 完美谎情(港)  /  波动的信息分享", 剧情 喜剧,来啊，互相伤害啊！,2016 
马特·达蒙 Matt Damon / 弗兰卡·波坦..., 美国 德国 捷克 ,道格·里曼 Doug Liman,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg,https://movie.douban.com/subject/1304102/,226490人评价,194,8.5,"谍影重重, / The Bourne Identity, / 叛谍追击(港)  /  神鬼认证(台)", 动作 悬疑 惊悚,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,2002 
杰里米·西奥伯德 Jeremy..., 英国 ,克里斯托弗·诺兰 Christopher Nolan,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1150103377.jpg,https://movie.douban.com/subject/1397546/,94974人评价,195,8.9,"追随, / Following, / 跟踪(台)  /  致命追踪", 犯罪 悬疑 惊悚,诺兰的牛逼来源于内心散发出的恐惧。,1998 
张震 Chen Chang / 杨静怡 Lisa Yang / 张..., 台湾 ,杨德昌 Edward Yang,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg,https://movie.douban.com/subject/1292329/,127465人评价,196,8.8,"牯岭街少年杀人事件, / 牯嶺街少年殺人事件, / A Brighter Summer Day", 剧情 犯罪,弱者送给弱者的一刀。,1991 
达席尔·萨法瑞 Darsheel Safary / 阿..., 印度 ,阿米尔·汗 Aamir Khan,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1973489335.jpg,https://movie.douban.com/subject/2363506/,101381人评价,197,8.9,"地球上的星星, / Taare Zameen Par, / 心中的小星星(台)  /  每一个孩子都是特别的", 剧情 儿童 家庭,天使保护事件始末。,2007 
马特·达蒙 Matt Damon / ..., 美国 德国 ,保罗·格林格拉斯 Paul Greengrass,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg,https://movie.douban.com/subject/1308767/,188596人评价,198,8.6,"谍影重重2, / The Bourne Supremacy, / 叛谍追击2：机密圈套(港)  /  神鬼认证：神鬼疑云(台)", 动作 悬疑 惊悚,谁说王家卫镜头很晃？,2004 
桑德拉·布洛克 Sandra Bullock / ..., 美国 德国 ,保罗·哈吉斯 Paul Haggis,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2075132390.jpg,https://movie.douban.com/subject/1388216/,197715人评价,199,8.6,"撞车, / Crash, / 冲击效应  /  冲撞", 犯罪 剧情,天使与魔鬼的冲撞。,2004 
Keanu Reeves / Laurence F..., 美国 澳大利亚 ,Andy Wachowski / Larry Wachowski,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg,https://movie.douban.com/subject/1302467/,187369人评价,200,8.6,"黑客帝国3：矩阵革命, / The Matrix Revolutions, / 骇客任务完结篇：最后战役  /  廿二世纪杀人网络3：惊变世纪", 动作 科幻,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,2003 
Janet Leigh / Anthony Perkins / Vera Miles, 美国 ,Alfred Hitchcock,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg,https://movie.douban.com/subject/1293181/,101242人评价,201,8.9,"惊魂记, / Psycho, / 精神病患者  /  触目惊心", 悬疑 惊悚 恐怖,故事的反转与反转，分裂电影的始祖。,1960 
张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ..., 香港 ,徐克 Hark Tsui,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p584021784.jpg,https://movie.douban.com/subject/1303394/,263892人评价,202,8.5,"青蛇, / Green Snake", 剧情 奇幻 古装,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,1993 
艾伦·伯斯汀 Ellen Bur..., 美国 ,达伦·阿伦诺夫斯基 Darren Aronofsky,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p884936202.jpg,https://movie.douban.com/subject/1292270/,128904人评价,203,8.7,"梦之安魂曲, / Requiem for a Dream, / 噩梦挽歌(台)  /  迷上瘾(港)", 剧情,一场没有春天的噩梦。,2000 
绫濑遥 Haruka Ayase / 长泽雅美 M..., 日本 ,是枝裕和 Hirokazu Koreeda,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2232247487.jpg,https://movie.douban.com/subject/25895901/,170816人评价,204,8.7,"海街日记, / 海街diary, / 海街女孩日记(港)  /  Kamakura Diary", 剧情 家庭,是枝裕和的家庭习作。,2015 
萨尔曼·汗 Salman Khan / 哈莎莉·马..., 印度 ,卡比尔·汗 Kabir Khan,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2510956726.jpg,https://movie.douban.com/subject/26393561/,212199人评价,205,8.5,"小萝莉的猴神大叔, / Bajrangi Bhaijaan, / 娃娃返乡任务(台)  /  宝莱坞之钢铁奶爸(台)", 剧情 喜剧 动作,宝莱坞的萝莉与大叔。,2015 
凯拉·奈特莉 Keira Knightley / 马克..., 美国 ,约翰·卡尼 John Carney,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg,https://movie.douban.com/subject/6874403/,207642人评价,206,8.5,"再次出发之纽约遇见你, / Begin Again, / 再次出发  /  歌曲改变人生", 喜剧 爱情 音乐,爱我就给我看你的播放列表。,2013 
张曼玉 Maggie Cheung / 林青霞 Brigitte ..., 香港 中国大陆 ,李惠民 Raymond Lee,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg,https://movie.douban.com/subject/1292287/,220387人评价,207,8.5,"新龙门客栈, / 新龍門客棧, / New Dragon Gate Inn", 剧情 动作 武侠 古装,嬉笑怒骂，调风动月。,1992 
阿部宽 Hiroshi Abe / 夏川结衣 Yu..., 日本 ,是枝裕和 Hirokazu Koreeda,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p672446737.jpg,https://movie.douban.com/subject/2222996/,109203人评价,208,8.8,"步履不停, / 歩いても 歩いても, / 横山家之味(港)  /  步伐不停", 剧情 家庭,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,2008 
杰克·吉伦哈尔 Jake Gyllenhaal / ..., 美国 加拿大 ,邓肯·琼斯 Duncan Jones,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg,https://movie.douban.com/subject/3075287/,463217人评价,209,8.4,"源代码, / Source Code, / 启动原始码(台)  /  危机解密(港)", 科幻 悬疑 惊悚,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,2011 
笠智众 Chishû Ryû / 原节..., 日本 ,小津安二郎 Yasujirô Ozu,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910832390.jpg,https://movie.douban.com/subject/1291568/,61706人评价,210,9.2,"东京物语, / 東京物語, / 东京故事  /  Tokyo Story", 剧情 家庭,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,1953 
阿诺·施瓦辛格 Arnold Schwarz..., 美国 法国 ,詹姆斯·卡梅隆 James Cameron,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg,https://movie.douban.com/subject/1291844/,166635人评价,211,8.6,"终结者2：审判日, / Terminator 2: Judgment Day, / 终结者2  /  终结者2：末日审判", 动作 科幻,少见的超越首部的续集，动作片中的经典。,1991 
, 泰国 ,普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,https://movie.douban.com/subject/4739952/,540754人评价,212,8.3,"初恋这件小事, / สิ่งเล็กเล็กที่เรียกว่า...รัก, / 初恋那件小事(港)  /  暗恋那点小事", 剧情 喜剧 爱情,黑小鸭速效美白记。,2010 
郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin, 中国大陆 香港 ,宁浩 Hao Ning,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg,https://movie.douban.com/subject/1862151/,377180人评价,213,8.3,"疯狂的石头, / Crazy Stone", 喜剧 犯罪,中国版《两杆大烟枪》。,2006 
查理·卓别林 Charles Chaplin / 弗吉尼亚·..., 美国 ,Charles Chaplin,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2170238803.jpg,https://movie.douban.com/subject/1293908/,54534人评价,214,9.2,"城市之光, / City Lights, / City Lights: A Comedy Romance in Pantomime  /  Lichter der Großstadt", 喜剧 剧情 爱情,永远的小人物，伟大的卓别林。,1931 
汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M..., 美国 ,Frank Darabont,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,https://movie.douban.com/subject/1300374/,125043人评价,215,8.7,"绿里奇迹, / The Green Mile, / 绿色奇迹(台)  /  绿色英里", 犯罪 剧情 奇幻 悬疑,天使暂时离开。,1999 
伊桑·霍克 Ethan Hawke ..., 美国 ,理查德·林克莱特 Richard Linklater,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,https://movie.douban.com/subject/10808442/,139523人评价,216,8.8,"爱在午夜降临前, / Before Midnight, / 爱在午夜希腊时(台)  /  情约半生(港)", 剧情 爱情,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,2013 
